#METADATA,,,,,,,,,,,
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Lip Pucker","FaceRecording-1",0.861478474323928,4.78992075438463,22.9433408332847
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Lip Stretch","FaceRecording-1",0.344153268404756,3.16044492021622,9.98841209372052
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Lip Suck","FaceRecording-1",0.932377834433036,3.38031806490682,11.4265502199354
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Lid Tighten","FaceRecording-1",0.0368995012009834,0.30602527568524,0.0936514693582271
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Mouth Open","FaceRecording-1",0.202062149736379,2.41921086268807,5.85258119814796
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Nose Wrinkle","FaceRecording-1",0.19465585316243,0.897119105996185,0.804822690343393
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Smile","FaceRecording-1",1.18211330812396,3.6581657790719,13.3821768671727
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Smirk","FaceRecording-1",0.00986933805618609,0.176084685872616,0.031005816598858
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Upper Lip Raise","FaceRecording-1",1.35409983874598,5.62853997671186,31.6804622694436
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Blink","FaceRecording-1",0.00180845452490393,0.0424879907720576,0.00180522935984645
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","BlinkRate","FaceRecording-1",2.60558412053091,5.14977920974573,26.5202259091293
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Pitch","FaceRecording-1",-4.99123166756558,5.86433656174162,34.3904433093795
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Yaw","FaceRecording-1",-8.21582407484443,9.99062094595641,99.8125068857829
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Roll","FaceRecording-1",-3.21367380737924,5.04271690704938,25.4289938046416
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","enjoyable","Interocular Distance","FaceRecording-1",41.6401068600253,30.1664100677021,910.012296372756
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Anger","FaceRecording-1",0.0862764244556935,0.0768486971277328,0.00590572225023
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Contempt","FaceRecording-1",0.123243625358229,0.289152433998393,0.0836091300871952
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Disgust","FaceRecording-1",0.0404919661548211,0.803462319345647,0.645551698608286
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Fear","FaceRecording-1",0.0170743144551791,0.0175612195126216,0.000308396430770481
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Joy","FaceRecording-1",0.020506869122298,0.0480488124692391,0.00230868837970411
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Sadness","FaceRecording-1",0.0928796567025245,0.162930008907677,0.0265461878026556
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Surprise","FaceRecording-1",0.0443073491888546,0.0765278969058564,0.00585651900483338
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Engagement","FaceRecording-1",0.332242920155835,2.0295979634649,4.11926789330088
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Valence","FaceRecording-1",0.101855164891221,1.24386898277032,1.54721004629807
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Sentimentality","FaceRecording-1",0.28291419674629,0.587664971950248,0.345350119257285
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Confusion","FaceRecording-1",0.176129054648403,0.771811188863554,0.595692511254973
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Neutral","FaceRecording-1",66.9944115909379,46.7228975733798,2183.02915765254
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Attention","FaceRecording-1",52.0047234505629,41.2270803758058,1699.67215631315
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Brow Furrow","FaceRecording-1",0.0461153843206387,0.39356152304102,0.154890672418367
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Brow Raise","FaceRecording-1",0.177513378534074,1.40597929477317,1.97677777733085
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Cheek Raise","FaceRecording-1",0.216847420261309,0.891121958421856,0.794098344781605
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Chin Raise","FaceRecording-1",0.108394400459805,1.58746290486683,2.52003847432822
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Dimpler","FaceRecording-1",0.0329116892821083,0.729474899539329,0.532133629057914
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Eye Closure","FaceRecording-1",8.99601317979875,17.8877080551296,319.970099465547
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Eye Widen","FaceRecording-1",0.0247031274192831,0.312589894622267,0.0977124422199597
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Inner Brow Raise","FaceRecording-1",0.817344105892088,3.487449413255,12.1623034100127
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Jaw Drop","FaceRecording-1",0.495555268272327,2.84368034965372,8.08651793100668
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Lip Corner Depressor","FaceRecording-1",0.052229823726354,0.635861671230698,0.404320064940296
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Lip Press","FaceRecording-1",0.102082027980538,0.474256226998045,0.224918968846421
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Lip Pucker","FaceRecording-1",0.856434076897542,4.79668546413796,23.0081914418724
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Lip Stretch","FaceRecording-1",0.148617769814525,1.10732153757881,1.2261609875859
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Lip Suck","FaceRecording-1",0.619976942379158,2.90602101079524,8.44495811518341
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Lid Tighten","FaceRecording-1",0.0734155231338324,0.850696986536565,0.723685362902393
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Mouth Open","FaceRecording-1",0.27679436649351,2.71440564493821,7.3679980052724
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Nose Wrinkle","FaceRecording-1",0.289968156607701,1.59940209790109,2.5580870707704
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Smile","FaceRecording-1",0.722864451873236,1.83156913166876,3.35464548408184
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Smirk","FaceRecording-1",0.0187946807004843,0.648153354704896,0.420102771215211
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Upper Lip Raise","FaceRecording-1",1.38061196711427,6.10534309796589,37.2752143438797
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Blink","FaceRecording-1",0.00118110236220472,0.0343479951833254,0.00117978477311374
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","BlinkRate","FaceRecording-1",2.31978013095142,5.25193077482342,27.5827768635373
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Pitch","FaceRecording-1",-3.96399293528629,6.20203730627431,38.4652667484183
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Yaw","FaceRecording-1",-7.61897071018428,10.7161086802216,114.83498524632
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Roll","FaceRecording-1",-3.39599197719876,6.30878941002598,39.8008238200559
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","negetive","Interocular Distance","FaceRecording-1",42.5099736810122,31.3897920640424,985.319045823816
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Anger","FaceRecording-1",0.0884319827518055,0.070132430190237,0.00491855776438847
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Contempt","FaceRecording-1",0.121428039685538,0.0828054385189562,0.00685674064831664
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Disgust","FaceRecording-1",0.036477218234777,0.71193097601787,0.506845714613757
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Fear","FaceRecording-1",0.0165207442862045,0.0114839031423547,0.000131880031382984
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Joy","FaceRecording-1",0.0572138490985067,1.22042917912524,1.48944738126032
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Sadness","FaceRecording-1",0.0875216571613357,0.0879401010554572,0.00773346137364402
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Surprise","FaceRecording-1",0.0422709736448303,0.0456896968612954,0.00208754839927707
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Engagement","FaceRecording-1",0.396132730104438,3.11416127371539,9.69800043870866
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Valence","FaceRecording-1",0.273792863224989,2.81590693953696,7.92933189213242
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Sentimentality","FaceRecording-1",0.386566829857788,0.677823379173369,0.459444533354005
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Confusion","FaceRecording-1",0.137937761768221,0.548382694831082,0.3007235799902
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Neutral","FaceRecording-1",69.2478708498762,45.8295730018389,2100.34976153088
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Attention","FaceRecording-1",57.1266330892327,41.757659992438,1743.70216804406
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Brow Furrow","FaceRecording-1",0.0346622303809109,0.211535411092182,0.0447472301459386
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Brow Raise","FaceRecording-1",0.11500008129366,0.81499296434254,0.664213531927841
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Cheek Raise","FaceRecording-1",0.322130057780245,1.15238948176805,1.32800151768964
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Chin Raise","FaceRecording-1",0.0931489063025224,1.87306102537632,3.5083576047838
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Dimpler","FaceRecording-1",0.0809775231613722,1.65577537087033,2.74159207878077
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Eye Closure","FaceRecording-1",15.0154690429624,24.3727226358312,594.029608683159
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Eye Widen","FaceRecording-1",0.0146262374500744,0.0901263234517759,0.00812275417893413
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Inner Brow Raise","FaceRecording-1",0.328928217646238,1.17408730397416,1.3784809973533
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Jaw Drop","FaceRecording-1",0.536108682695037,3.19139775767356,10.1850196476839
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Lip Corner Depressor","FaceRecording-1",0.0448749763154,0.633795650255916,0.40169692628332
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Lip Press","FaceRecording-1",0.104791640018148,0.561375398177972,0.315142337679477
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Lip Pucker","FaceRecording-1",0.661182394450203,3.34526250245812,11.1907812103523
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Lip Stretch","FaceRecording-1",0.268996996395696,1.38052756075095,1.90585634599296
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Lip Suck","FaceRecording-1",0.790061328533228,2.58049027272143,6.65893004760993
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Lid Tighten","FaceRecording-1",0.0451866504793683,0.229989198218966,0.0528950312974027
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Mouth Open","FaceRecording-1",0.266242975142861,2.76143800864925,7.62553987561276
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Nose Wrinkle","FaceRecording-1",0.225472780681075,1.22957864837102,1.5118636525299
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Smile","FaceRecording-1",1.09898752663234,3.06482546860205,9.39315515299174
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Smirk","FaceRecording-1",0.0115294632922189,0.215366659615265,0.0463827980738374
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Upper Lip Raise","FaceRecording-1",1.49746918024771,6.27144362979132,39.3310052016501
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Blink","FaceRecording-1",0.00182164795594154,0.042642778866672,0.00181840658947189
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","BlinkRate","FaceRecording-1",2.80189384500374,5.42263593321634,29.404980464209
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Pitch","FaceRecording-1",-5.6111193389046,6.24137549975748,38.9547681289729
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Yaw","FaceRecording-1",-7.45864465147779,8.99362971263776,80.8853754080408
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Roll","FaceRecording-1",-3.0293824080381,5.18528352035612,26.8871651864767
"thermal_painting_study","2023-10-06 15-29-04","MALE",0,"Default","Annotation","highlight of your thinkings and inspired","Interocular Distance","FaceRecording-1",43.0969876741308,29.6079590955404,876.631241803191
